Gender,Age,Family_ID,Work_ID,School_ID,Work_Status,School_Status,Infection_Status
1,8,11318,,36,-1,3,S
1,1,11319,,13,-1,6,S
0,76,11319,,,-2,0,S
1,96,11319,,,-2,0,S
1,79,11319,,,-2,0,S
0,44,11319,3739,,1,0,S
1,30,11319,2438,,1,0,S
1,75,11320,,,-2,0,S
0,0,11320,,4,-1,6,S
0,50,11320,3735,,1,0,S
1,96,11321,,,-2,0,S
1,45,11321,4320,,1,0,S
1,64,11321,2730,,1,0,S
1,67,11321,,,-2,0,S
0,94,11321,,,-2,0,S
1,65,11321,1181,,1,0,S
1,53,11322,600,,1,0,S
0,61,11322,4174,,1,0,S
1,64,11322,,,0,0,S
1,7,11322,,55,-1,3,S
0,13,11322,,59,-1,2,S
1,42,11324,,,0,0,S
1,27,11324,2826,,1,0,S
1,89,11324,,,-2,0,S
1,98,11324,,,-2,0,S
1,32,11325,3954,,1,0,S
1,18,11326,3900,,1,0,S
0,93,11326,,,-2,0,S
0,29,11326,4063,,1,0,S
1,32,11327,2137,,1,0,S
0,9,11327,,39,-1,3,S
1,33,11327,3443,,1,0,S
0,42,11328,4628,,1,0,S
0,24,11328,3464,,1,0,S
0,37,11328,,,0,0,S
1,13,11329,,48,-1,2,S
0,89,11329,,,-2,0,S
1,44,11329,,,0,0,S
0,23,11329,97,,1,0,S
0,75,11329,,,-2,0,S
1,52,11331,,,0,0,S
1,70,11331,,,-2,0,S
0,54,11331,3146,,1,0,S
1,69,11331,,,-2,0,S
0,64,11331,4042,,1,0,S
1,3,11332,,4,-1,5,S
0,28,11332,3365,,1,0,S
0,10,11333,,12,-1,3,S
1,11,11333,,44,-1,3,S
0,63,11333,4710,,1,0,S
0,30,11333,2217,,1,0,S
1,76,11334,,,-2,0,S
1,5,11334,,40,-1,4,S
0,61,11334,1294,,1,0,S
1,65,11335,841,,1,0,S
1,54,11335,254,,1,0,S
1,69,11335,,,-2,0,S
0,33,11335,4681,,1,0,S
1,45,11336,4146,,1,0,S
1,24,11336,344,,1,0,S
1,3,11337,,53,-1,5,S
0,76,11337,,,-2,0,S
1,10,11337,,56,-1,3,S
1,64,11337,,,0,0,S
0,67,11338,,,-2,0,S
0,21,11338,3658,,1,0,S
0,61,11338,4553,,1,0,S
0,78,11338,,,-2,0,S
1,35,11338,34,,1,0,S
1,41,11339,66,,1,0,S
0,25,11339,1938,,1,0,S
0,8,11340,,24,-1,3,S
1,49,11341,1035,,1,0,S
0,31,11341,1009,,1,0,S
1,3,11341,,28,-1,5,S
1,79,11341,,,-2,0,S
0,82,11341,,,-2,0,S
0,86,11342,,,-2,0,S
0,81,11342,,,-2,0,S
0,1,11342,,31,-1,6,S
1,29,11342,4701,,1,0,S
1,76,11343,,,-2,0,S
0,68,11343,,,-2,0,S
1,31,11343,2618,,1,0,S
1,88,11344,,,-2,0,S
0,63,11345,3028,,1,0,S
1,69,11345,,,-2,0,S
0,35,11345,1284,,1,0,S
0,35,11347,1421,,1,0,S
1,61,11347,4605,,1,0,S
1,95,11347,,,-2,0,S
0,36,11349,499,,1,0,S
0,23,11349,727,,1,0,S
1,57,11349,136,,1,0,S
0,8,11349,,2,-1,3,S
0,17,11349,,59,-1,1,S
0,66,11349,,,-2,0,S
0,0,11350,,5,-1,6,S
1,52,11351,1345,,1,0,S
1,71,11351,,,-2,0,S
1,31,11351,1615,,1,0,S
1,8,11351,,12,-1,3,S
0,76,11352,,,-2,0,S
1,28,11353,2681,,1,0,S
0,48,11353,2505,,1,0,S
1,49,11353,4508,,1,0,S
1,89,11353,,,-2,0,S
1,82,11353,,,-2,0,S
0,11,11354,,3,-1,3,S
0,33,11354,1641,,1,0,S
0,81,11354,,,-2,0,S
1,65,11354,,,0,0,S
1,4,11354,,9,-1,4,S
1,8,11355,,51,-1,3,S
1,91,11355,,,-2,0,S
0,8,11355,,1,-1,3,S
1,37,11356,2761,,1,0,S
0,41,11356,1522,,1,0,S
1,21,11357,3291,,1,0,S
0,96,11357,,,-2,0,S
0,0,11357,,48,-1,6,S
0,56,11358,973,,1,0,S
0,17,11358,,36,-1,1,S
0,87,11358,,,-2,0,S
1,53,11358,3728,,1,0,S
0,64,11358,3772,,1,0,S
0,72,11359,,,-2,0,S
0,39,11359,,,0,0,S
1,71,11360,,,-2,0,S
1,50,11360,2086,,1,0,S
0,0,11360,,31,-1,6,S
0,41,11360,2022,,1,0,S
0,16,11361,,14,-1,1,S
0,30,11361,2426,,1,0,S
1,84,11361,,,-2,0,S
1,64,11362,1987,,1,0,S
0,90,11362,,,-2,0,S
1,35,11362,3837,,1,0,S
1,92,11362,,,-2,0,S
1,4,11362,,58,-1,4,S
1,46,11362,627,,1,0,S
1,93,11363,,,-2,0,S
0,71,11363,,,-2,0,S
0,18,11363,236,,1,0,S
0,31,11364,3813,,1,0,S
1,11,11366,,42,-1,3,S
1,85,11366,,,-2,0,S
0,40,11367,4243,,1,0,S
1,15,11367,,30,-1,1,S
1,11,11368,,29,-1,3,S
1,64,11368,1599,,1,0,S
0,62,11368,2130,,1,0,S
1,73,11368,,,-2,0,S
1,59,11370,,,0,0,S
0,76,11370,,,-2,0,S
1,48,11370,2492,,1,0,S
0,73,11370,,,-2,0,S
0,17,11370,,24,-1,1,S
0,96,11370,,,-2,0,S
1,10,11371,,30,-1,3,S
0,40,11371,,,0,0,S
0,47,11371,,,0,0,S
1,50,11372,2821,,1,0,S
0,70,11372,,,-2,0,S
1,75,11373,,,-2,0,S
1,99,11373,,,-2,0,S
0,1,11373,,17,-1,6,S
0,5,11373,,41,-1,4,S
0,54,11373,3221,,1,0,S
1,16,11374,,29,-1,1,S
1,85,11374,,,-2,0,S
0,17,11374,,42,-1,1,S
1,22,11374,3696,,1,0,S
1,24,11375,2740,,1,0,S
1,54,11375,1223,,1,0,S
0,65,11375,3099,,1,0,S
1,47,11375,1199,,1,0,S
1,91,11375,,,-2,0,S
1,33,11375,544,,1,0,S
0,14,11376,,40,-1,2,S
0,94,11376,,,-2,0,S
0,29,11377,2431,,1,0,S
0,83,11377,,,-2,0,S
0,56,11377,,,0,0,S
0,73,11377,,,-2,0,S
1,49,11377,,,0,0,S
1,56,11377,339,,1,0,S
0,51,11378,139,,1,0,S
1,15,11378,,32,-1,1,S
0,56,11378,4534,,1,0,S
0,72,11378,,,-2,0,S
0,1,11378,,15,-1,6,S
1,71,11379,,,-2,0,S
1,15,11379,,46,-1,1,S
1,33,11379,2790,,1,0,S
0,15,11380,,4,-1,1,S
0,86,11380,,,-2,0,S
1,28,11381,4714,,1,0,S
1,64,11381,1878,,1,0,S
0,31,11382,3892,,1,0,S
1,12,11382,,34,-1,2,S
1,63,11382,1815,,1,0,S
0,93,11383,,,-2,0,S
0,62,11383,52,,1,0,S
1,91,11383,,,-2,0,S
1,7,11383,,7,-1,3,S
0,5,11383,,50,-1,4,S
0,6,11384,,55,-1,3,S
0,73,11384,,,-2,0,S
0,33,11385,3428,,1,0,S
0,89,11385,,,-2,0,S
1,53,11386,2846,,1,0,S
1,23,11386,616,,1,0,S
1,86,11387,,,-2,0,S
1,4,11387,,35,-1,4,S
0,93,11387,,,-2,0,S
1,36,11387,1901,,1,0,S
0,48,11388,2333,,1,0,S
1,95,11388,,,-2,0,S
0,33,11388,2590,,1,0,S
1,1,11388,,49,-1,6,S
1,95,11389,,,-2,0,S
1,47,11389,1926,,1,0,S
1,79,11389,,,-2,0,S
1,75,11389,,,-2,0,S
1,4,11390,,43,-1,4,S
1,21,11390,87,,1,0,S
0,48,11390,2297,,1,0,S
0,10,11391,,9,-1,3,S
1,53,11391,4155,,1,0,S
1,73,11391,,,-2,0,S
1,79,11391,,,-2,0,S
1,1,11392,,4,-1,6,S
0,48,11393,4167,,1,0,S
0,88,11393,,,-2,0,S
0,77,11393,,,-2,0,S
1,19,11393,2312,,1,0,S
0,51,11393,3041,,1,0,S
1,4,11393,,3,-1,4,S
0,40,11393,,,0,0,S
0,48,11393,2756,,1,0,S
1,66,11394,,,-2,0,S
1,41,11394,2046,,1,0,S
0,92,11394,,,-2,0,S
0,11,11394,,8,-1,3,S
1,58,11395,4501,,1,0,S
1,79,11396,,,-2,0,S
1,90,11397,,,-2,0,S
0,33,11397,697,,1,0,S
1,19,11397,1590,,1,0,S
1,18,11397,477,,1,0,S
0,3,11397,,63,-1,5,S
0,30,11397,3214,,1,0,S
1,1,11398,,16,-1,6,S
0,86,11398,,,-2,0,S
1,80,11399,,,-2,0,S
0,20,11399,236,,1,0,S
1,10,11399,,59,-1,3,S
1,49,11400,2750,,1,0,S
1,0,11400,,21,-1,6,S
0,76,11400,,,-2,0,S
0,71,11401,,,-2,0,S
0,94,11401,,,-2,0,S
1,61,11401,426,,1,0,S
0,42,11401,2136,,1,0,S
0,20,11402,2824,,1,0,S
1,37,11402,219,,1,0,S
1,25,11402,4729,,1,0,S
1,54,11402,,,0,0,S
1,95,11403,,,-2,0,S
1,87,11403,,,-2,0,S
1,1,11403,,42,-1,6,S
0,70,11404,,,-2,0,S
0,58,11404,2446,,1,0,S
1,32,11404,55,,1,0,S
1,36,11404,3819,,1,0,S
1,91,11405,,,-2,0,S
0,89,11405,,,-2,0,S
1,64,11405,3635,,1,0,S
0,53,11406,983,,1,0,S
1,30,11406,1469,,1,0,S
0,12,11406,,47,-1,2,S
1,94,11406,,,-2,0,S
1,45,11406,465,,1,0,S
0,59,11408,1178,,1,0,S
1,70,11408,,,-2,0,S
0,49,11409,3334,,1,0,S
1,46,11409,2766,,1,0,S
0,92,11409,,,-2,0,S
1,62,11410,,,0,0,S
1,32,11410,,,0,0,S
0,68,11411,,,-2,0,S
0,47,11411,1069,,1,0,S
0,21,11411,2084,,1,0,S
1,3,11411,,21,-1,5,S
1,83,11412,,,-2,0,S
1,57,11412,,,0,0,S
0,53,11412,713,,1,0,S
0,57,11412,,,0,0,S
1,96,11413,,,-2,0,S
0,77,11413,,,-2,0,S
0,6,11413,,14,-1,3,S
0,68,11413,,,-2,0,S
1,38,11414,1383,,1,0,S
0,3,11414,,48,-1,5,S
0,45,11414,2787,,1,0,S
1,97,11414,,,-2,0,S
1,90,11414,,,-2,0,S
0,69,11415,,,-2,0,S
1,61,11415,2366,,1,0,S
1,20,11415,1973,,1,0,S
1,16,11415,,16,-1,1,S
0,54,11415,2485,,1,0,S
1,43,11416,4377,,1,0,S
1,19,11416,3369,,1,0,S
1,87,11417,,,-2,0,S
1,64,11417,4516,,1,0,S
0,4,11417,,62,-1,4,S
1,11,11417,,26,-1,3,S
1,97,11418,,,-2,0,S
1,17,11418,,13,-1,1,S
1,99,11418,,,-2,0,S
1,44,11418,3354,,1,0,S
0,24,11418,1269,,1,0,S
1,86,11418,,,-2,0,S
1,9,11419,,59,-1,3,S
0,80,11419,,,-2,0,S
1,99,11419,,,-2,0,S
0,44,11420,1361,,1,0,S
1,25,11421,,,0,0,S
1,12,11421,,55,-1,2,S
0,19,11421,,,0,0,S
0,38,11421,801,,1,0,S
1,59,11422,3290,,1,0,S
1,31,11422,3073,,1,0,S
0,75,11423,,,-2,0,S
0,23,11423,3949,,1,0,S
0,29,11423,3950,,1,0,S
0,55,11424,733,,1,0,S
1,20,11425,3973,,1,0,S
0,86,11425,,,-2,0,S
1,31,11425,4740,,1,0,S
0,98,11425,,,-2,0,S
0,69,11426,,,-2,0,S
0,37,11426,4701,,1,0,S
1,98,11427,,,-2,0,S
0,72,11427,,,-2,0,S
0,86,11427,,,-2,0,S
0,6,11427,,27,-1,3,S
0,87,11427,,,-2,0,S
0,99,11427,,,-2,0,S
0,10,11428,,29,-1,3,S
0,36,11428,2384,,1,0,S
0,17,11428,,41,-1,1,S
1,78,11429,,,-2,0,S
1,44,11429,,,0,0,S
1,96,11429,,,-2,0,S
1,72,11429,,,-2,0,S
0,82,11429,,,-2,0,S
1,53,11430,838,,1,0,S
1,33,11430,3593,,1,0,S
1,82,11430,,,-2,0,S
0,4,11430,,45,-1,4,S
0,46,11431,1526,,1,0,S
0,85,11431,,,-2,0,S
0,58,11431,1337,,1,0,S
0,34,11431,2757,,1,0,S
0,34,11431,4123,,1,0,S
0,80,11432,,,-2,0,S
1,79,11432,,,-2,0,S
0,52,11432,,,0,0,S
0,6,11432,,37,-1,3,S
0,7,11433,,40,-1,3,S
1,2,11433,,1,-1,5,S
0,58,11433,3103,,1,0,S
1,39,11434,,,0,0,S
0,38,11435,4575,,1,0,S
0,71,11435,,,-2,0,S
1,57,11435,,,0,0,S
0,54,11436,428,,1,0,S
0,10,11436,,39,-1,3,S
1,41,11436,4584,,1,0,S
0,15,11437,,20,-1,1,S
0,90,11437,,,-2,0,S
0,82,11437,,,-2,0,S
0,84,11437,,,-2,0,S
1,62,11438,4213,,1,0,S
1,56,11438,261,,1,0,S
1,86,11438,,,-2,0,S
1,83,11439,,,-2,0,S
0,10,11440,,15,-1,3,S
0,40,11440,3915,,1,0,S
0,69,11440,,,-2,0,S
1,12,11440,,21,-1,2,S
0,77,11441,,,-2,0,S
1,47,11441,4749,,1,0,S
1,39,11441,2797,,1,0,S
0,69,11441,,,-2,0,S
1,3,11443,,22,-1,5,S
1,59,11444,1028,,1,0,S
1,23,11445,1651,,1,0,S
1,17,11446,,60,-1,1,S
1,34,11446,3500,,1,0,S
1,86,11446,,,-2,0,S
1,67,11446,,,-2,0,S
0,45,11448,2122,,1,0,S
0,56,11448,3852,,1,0,S
0,70,11448,,,-2,0,S
0,83,11448,,,-2,0,S
1,6,11449,,5,-1,3,S
0,22,11449,2683,,1,0,S
0,47,11449,2695,,1,0,S
1,98,11449,,,-2,0,S
0,14,11450,,17,-1,2,S
1,76,11450,,,-2,0,S
0,27,11450,4692,,1,0,S
0,22,11451,2699,,1,0,S
1,73,11451,,,-2,0,S
1,93,11451,,,-2,0,S
0,50,11452,1155,,1,0,S
0,8,11452,,33,-1,3,S
0,62,11452,2443,,1,0,S
0,45,11453,,,0,0,S
1,90,11453,,,-2,0,S
0,38,11453,1878,,1,0,S
1,60,11453,1947,,1,0,S
0,3,11453,,4,-1,5,S
0,44,11454,2604,,1,0,S
0,51,11454,4408,,1,0,S
0,16,11454,,63,-1,1,S
0,14,11454,,59,-1,2,S
0,29,11454,4758,,1,0,S
1,23,11455,2078,,1,0,S
1,28,11455,3784,,1,0,S
1,94,11455,,,-2,0,S
0,4,11455,,40,-1,4,S
1,89,11455,,,-2,0,S
0,26,11456,4180,,1,0,S
0,16,11456,,53,-1,1,S
1,9,11456,,41,-1,3,S
1,81,11457,,,-2,0,S
0,59,11457,101,,1,0,S
0,55,11457,2316,,1,0,S
0,40,11457,862,,1,0,S
1,37,11457,4478,,1,0,S
0,46,11458,4713,,1,0,S
0,67,11458,,,-2,0,S
1,86,11458,,,-2,0,S
0,76,11459,,,-2,0,S
1,68,11459,,,-2,0,S
1,25,11460,4280,,1,0,S
0,14,11460,,8,-1,2,S
0,67,11460,,,-2,0,S
1,22,11460,3151,,1,0,S
0,89,11460,,,-2,0,S
1,49,11461,1219,,1,0,S
1,18,11462,4302,,1,0,S
1,56,11462,,,0,0,S
0,63,11463,1010,,1,0,S
0,14,11464,,50,-1,2,S
1,55,11464,3814,,1,0,S
1,34,11465,990,,1,0,S
0,48,11465,1142,,1,0,S
0,5,11465,,44,-1,4,S
0,69,11465,,,-2,0,S
1,80,11466,,,-2,0,S
1,74,11466,,,-2,0,S
1,67,11466,,,-2,0,S
1,78,11466,,,-2,0,S
1,15,11467,,36,-1,1,S
1,86,11467,,,-2,0,S
0,63,11468,2470,,1,0,S
1,11,11469,,1,-1,3,S
0,16,11469,,42,-1,1,S
1,22,11470,3727,,1,0,S
1,58,11470,1167,,1,0,S
1,57,11470,3469,,1,0,S
1,55,11470,3647,,1,0,S
1,91,11471,,,-2,0,S
1,85,11471,,,-2,0,S
0,61,11471,14,,1,0,S
1,91,11471,,,-2,0,S
0,86,11471,,,-2,0,S
1,85,11472,,,-2,0,S
0,52,11472,,,0,0,S
1,92,11473,,,-2,0,S
0,74,11473,,,-2,0,S
1,30,11473,1658,,1,0,S
0,32,11473,1330,,1,0,S
1,46,11473,1461,,1,0,S
0,72,11473,,,-2,0,S
0,72,11473,,,-2,0,S
1,97,11474,,,-2,0,S
0,0,11474,,43,-1,6,S
1,18,11475,2217,,1,0,S
1,62,11475,501,,1,0,S
0,44,11475,3079,,1,0,S
1,18,11477,3679,,1,0,S
0,28,11477,4121,,1,0,S
1,5,11478,,27,-1,4,S
0,21,11478,2640,,1,0,S
0,32,11479,1496,,1,0,S
1,69,11479,,,-2,0,S
0,61,11480,1229,,1,0,S
1,23,11480,2585,,1,0,S
0,59,11480,3500,,1,0,S
1,69,11480,,,-2,0,S
0,41,11481,222,,1,0,S
1,83,11481,,,-2,0,S
1,95,11481,,,-2,0,S
0,0,11481,,6,-1,6,S
0,74,11482,,,-2,0,S
0,49,11482,1440,,1,0,S
0,0,11483,,37,-1,6,S
0,6,11483,,33,-1,3,S
1,93,11483,,,-2,0,S
1,66,11484,,,-2,0,S
1,62,11484,3415,,1,0,S
0,68,11484,,,-2,0,S
1,57,11485,3628,,1,0,S
1,67,11486,,,-2,0,S
1,56,11486,22,,1,0,S
0,20,11486,474,,1,0,S
1,90,11486,,,-2,0,S
1,9,11487,,8,-1,3,S
1,67,11487,,,-2,0,S
0,92,11487,,,-2,0,S
0,64,11487,260,,1,0,S
0,65,11487,703,,1,0,S
1,45,11488,2934,,1,0,S
0,74,11489,,,-2,0,S
1,90,11489,,,-2,0,S
1,43,11490,1778,,1,0,S
0,22,11491,3346,,1,0,S
1,4,11491,,30,-1,4,S
0,11,11491,,41,-1,3,S
0,73,11491,,,-2,0,S
1,97,11491,,,-2,0,S
1,33,11492,1663,,1,0,S
0,66,11492,,,-2,0,S
1,82,11492,,,-2,0,S
0,54,11493,371,,1,0,S
1,67,11493,,,-2,0,S
0,46,11495,3024,,1,0,S
0,21,11495,4519,,1,0,S
0,9,11496,,34,-1,3,S
1,97,11496,,,-2,0,S
1,90,11496,,,-2,0,S
0,4,11497,,55,-1,4,S
1,13,11497,,17,-1,2,S
1,23,11497,2646,,1,0,S
0,73,11497,,,-2,0,S
1,9,11498,,61,-1,3,S
1,47,11498,1329,,1,0,S
1,31,11498,,,0,0,S
0,12,11499,,9,-1,2,S
1,23,11499,2175,,1,0,S
0,65,11500,2825,,1,0,S
1,71,11500,,,-2,0,S
1,18,11501,205,,1,0,S
1,94,11501,,,-2,0,S
1,34,11502,,,0,0,S
1,65,11502,3361,,1,0,S
1,91,11502,,,-2,0,S
1,31,11503,3794,,1,0,S
0,15,11503,,27,-1,1,S
0,58,11503,641,,1,0,S
1,27,11503,84,,1,0,S
0,93,11504,,,-2,0,S
0,10,11504,,5,-1,3,S
0,21,11504,1025,,1,0,S
0,13,11504,,19,-1,2,S
1,86,11504,,,-2,0,S
1,3,11504,,7,-1,5,S
1,43,11505,2795,,1,0,S
0,66,11505,,,-2,0,S
0,89,11505,,,-2,0,S
1,31,11505,721,,1,0,S
0,80,11505,,,-2,0,S
0,21,11506,3621,,1,0,S
1,74,11506,,,-2,0,S
1,23,11506,,,0,0,S
0,40,11506,2543,,1,0,S
1,25,11506,586,,1,0,S
1,45,11507,3803,,1,0,S
1,86,11507,,,-2,0,S
1,30,11507,,,0,0,S
1,50,11507,70,,1,0,S
1,88,11507,,,-2,0,S
1,87,11507,,,-2,0,S
1,69,11508,,,-2,0,S
1,47,11508,1662,,1,0,S
0,14,11509,,20,-1,2,S
1,61,11509,4016,,1,0,S
0,18,11509,4204,,1,0,S
0,37,11509,699,,1,0,S
0,42,11509,820,,1,0,S
0,43,11510,1755,,1,0,S
0,7,11510,,4,-1,3,S
1,37,11510,779,,1,0,S
1,27,11510,2837,,1,0,S
1,46,11511,2581,,1,0,S
1,87,11511,,,-2,0,S
1,39,11511,893,,1,0,S
1,63,11512,3108,,1,0,S
0,66,11512,,,-2,0,S
1,27,11512,4013,,1,0,S
0,54,11513,2145,,1,0,S
1,85,11513,,,-2,0,S
1,30,11513,2946,,1,0,S
0,51,11514,,,0,0,S
0,94,11514,,,-2,0,S
1,33,11514,,,0,0,S
1,42,11515,3311,,1,0,S
1,73,11516,,,-2,0,S
1,56,11516,1647,,1,0,S
0,68,11516,,,-2,0,S
0,67,11516,,,-2,0,S
0,73,11516,,,-2,0,S
0,4,11516,,26,-1,4,S
0,80,11516,,,-2,0,S
1,13,11517,,35,-1,2,S
0,71,11518,,,-2,0,S
0,45,11518,1962,,1,0,S
0,39,11518,1823,,1,0,S
1,40,11518,2278,,1,0,S
0,66,11518,,,-2,0,S
1,75,11519,,,-2,0,S
0,36,11519,1611,,1,0,S
1,43,11519,,,0,0,S
1,82,11519,,,-2,0,S
0,7,11519,,8,-1,3,S
0,85,11519,,,-2,0,S
1,65,11520,3151,,1,0,S
0,70,11520,,,-2,0,S
1,17,11521,,4,-1,1,S
0,25,11521,1331,,1,0,S
0,32,11521,2926,,1,0,S
0,92,11522,,,-2,0,S
1,81,11522,,,-2,0,S
0,34,11522,4749,,1,0,S
1,47,11522,2503,,1,0,S
0,69,11523,,,-2,0,S
1,89,11523,,,-2,0,S
0,16,11524,,52,-1,1,S
1,47,11525,3895,,1,0,S
0,45,11525,800,,1,0,S
0,65,11525,,,0,0,S
0,69,11526,,,-2,0,S
1,31,11526,2572,,1,0,S
0,37,11526,3428,,1,0,S
0,55,11526,940,,1,0,S
1,84,11527,,,-2,0,S
0,16,11528,,26,-1,1,S
0,22,11528,4486,,1,0,S
1,90,11528,,,-2,0,S
0,20,11529,638,,1,0,S
0,41,11530,399,,1,0,S
1,99,11530,,,-2,0,S
0,72,11531,,,-2,0,S
0,51,11531,2385,,1,0,S
1,98,11532,,,-2,0,S
1,25,11532,2537,,1,0,S
1,19,11533,1267,,1,0,S
1,21,11533,436,,1,0,S
1,3,11534,,36,-1,5,S
0,56,11534,,,0,0,S
0,28,11534,1358,,1,0,S
0,76,11534,,,-2,0,S
0,4,11534,,47,-1,4,S
1,60,11535,,,0,0,S
0,31,11535,3116,,1,0,S
1,7,11536,,4,-1,3,S
0,68,11536,,,-2,0,S
1,78,11536,,,-2,0,S
1,60,11537,882,,1,0,S
1,49,11537,2212,,1,0,S
0,39,11537,3428,,1,0,S
0,34,11537,3271,,1,0,S
1,98,11537,,,-2,0,S
0,23,11537,3275,,1,0,S
0,41,11538,2628,,1,0,S
1,5,11539,,39,-1,4,S
0,68,11539,,,-2,0,S
0,61,11539,1722,,1,0,S
1,13,11540,,17,-1,2,S
1,51,11540,4221,,1,0,S
1,84,11541,,,-2,0,S
0,94,11541,,,-2,0,S
0,10,11541,,64,-1,3,S
1,39,11541,4498,,1,0,S
1,26,11541,,,0,0,S
1,82,11542,,,-2,0,S
0,39,11542,3128,,1,0,S
1,62,11542,2176,,1,0,S
1,32,11542,3658,,1,0,S
0,41,11542,173,,1,0,S
0,6,11542,,27,-1,3,S
0,62,11543,,,0,0,S
0,14,11543,,52,-1,2,S
0,94,11543,,,-2,0,S
1,6,11544,,8,-1,3,S
1,11,11544,,5,-1,3,S
0,38,11544,4418,,1,0,S
1,79,11544,,,-2,0,S
1,88,11545,,,-2,0,S
1,42,11545,2546,,1,0,S
0,47,11545,93,,1,0,S
1,48,11545,,,0,0,S
1,19,11545,4188,,1,0,S
1,33,11546,2388,,1,0,S
0,77,11546,,,-2,0,S
0,53,11546,734,,1,0,S
1,39,11547,1418,,1,0,S
1,46,11547,1087,,1,0,S
0,63,11547,274,,1,0,S
0,1,11547,,61,-1,6,S
0,35,11547,2152,,1,0,S
1,89,11548,,,-2,0,S
0,2,11548,,20,-1,5,S
0,57,11549,536,,1,0,S
0,12,11549,,22,-1,2,S
0,45,11549,1126,,1,0,S
1,17,11549,,3,-1,1,S
1,19,11550,2989,,1,0,S
0,50,11551,3490,,1,0,S
0,22,11551,2851,,1,0,S
1,62,11551,1537,,1,0,S
0,37,11552,2657,,1,0,S
1,3,11552,,29,-1,5,S
1,27,11552,,,0,0,S
0,40,11552,3452,,1,0,S
1,80,11553,,,-2,0,S
0,6,11553,,62,-1,3,S
1,41,11553,1579,,1,0,S
1,52,11553,3207,,1,0,S
1,7,11553,,29,-1,3,S
0,28,11553,,,0,0,S
1,68,11554,,,-2,0,S
0,0,11554,,50,-1,6,S
1,41,11554,4073,,1,0,S
0,98,11555,,,-2,0,S
1,8,11555,,37,-1,3,S
1,78,11555,,,-2,0,S
1,48,11556,2924,,1,0,S
1,21,11556,851,,1,0,S
1,98,11556,,,-2,0,S
0,58,11556,1943,,1,0,S
1,67,11556,,,-2,0,S
1,58,11556,3145,,1,0,S
0,59,11556,1418,,1,0,S
0,79,11557,,,-2,0,S
0,65,11557,2972,,1,0,S
0,99,11557,,,-2,0,S
1,75,11557,,,-2,0,S
0,44,11558,,,0,0,S
0,34,11558,3,,1,0,S
1,20,11558,2481,,1,0,S
1,78,11558,,,-2,0,S
0,43,11558,663,,1,0,S
0,45,11558,1853,,1,0,S
1,86,11559,,,-2,0,S
0,0,11559,,49,-1,6,S
1,54,11559,648,,1,0,S
1,52,11560,,,0,0,S
0,14,11561,,33,-1,2,S
1,89,11561,,,-2,0,S
0,17,11561,,37,-1,1,S
1,82,11562,,,-2,0,S
1,36,11562,1470,,1,0,S
1,94,11562,,,-2,0,S
0,29,11562,881,,1,0,S
0,98,11563,,,-2,0,S
0,80,11563,,,-2,0,S
1,10,11563,,54,-1,3,S
0,40,11563,1761,,1,0,S
1,67,11563,,,-2,0,S
1,77,11564,,,-2,0,S
0,66,11564,,,-2,0,S
1,92,11564,,,-2,0,S
0,89,11565,,,-2,0,S
1,91,11566,,,-2,0,S
0,0,11566,,43,-1,6,S
0,97,11566,,,-2,0,S
0,32,11567,1294,,1,0,S
0,92,11567,,,-2,0,S
1,66,11568,,,-2,0,S
1,99,11568,,,-2,0,S
0,76,11568,,,-2,0,S
1,97,11569,,,-2,0,S
1,12,11569,,35,-1,2,S
1,14,11569,,9,-1,2,S
0,87,11569,,,-2,0,S
1,98,11569,,,-2,0,S
1,83,11570,,,-2,0,S
0,76,11570,,,-2,0,S
0,21,11570,2350,,1,0,S
1,58,11570,931,,1,0,S
0,89,11571,,,-2,0,S
1,40,11571,427,,1,0,S
1,49,11571,4210,,1,0,S
0,6,11572,,9,-1,3,S
1,42,11573,544,,1,0,S
0,38,11573,2989,,1,0,S
0,7,11574,,41,-1,3,S
0,21,11574,3600,,1,0,S
1,97,11574,,,-2,0,S
1,68,11574,,,-2,0,S
1,55,11574,1832,,1,0,S
0,29,11575,3173,,1,0,S
1,30,11575,4140,,1,0,S
0,66,11576,,,-2,0,S
1,98,11576,,,-2,0,S
0,15,11576,,32,-1,1,S
1,87,11576,,,-2,0,S
1,95,11577,,,-2,0,S
0,58,11577,,,0,0,S
0,13,11577,,51,-1,2,S
0,38,11577,905,,1,0,S
0,29,11578,3093,,1,0,S
1,41,11578,4520,,1,0,S
0,2,11579,,54,-1,5,S
0,39,11579,2348,,1,0,S
0,0,11579,,11,-1,6,S
1,73,11580,,,-2,0,S
1,78,11580,,,-2,0,S
1,14,11580,,52,-1,2,S
0,70,11581,,,-2,0,S
0,10,11581,,7,-1,3,S
0,6,11581,,61,-1,3,S
1,57,11581,3397,,1,0,S
1,17,11581,,48,-1,1,S
1,26,11582,1876,,1,0,S
1,43,11582,,,0,0,S
0,74,11582,,,-2,0,S
0,53,11582,2431,,1,0,S
1,21,11582,2532,,1,0,S
1,49,11583,1770,,1,0,S
1,52,11583,2415,,1,0,S
1,6,11583,,20,-1,3,S
1,48,11583,,,0,0,S
0,80,11583,,,-2,0,S
0,31,11584,2779,,1,0,S
1,55,11584,,,0,0,S
0,65,11584,3094,,1,0,S
0,41,11584,2668,,1,0,S
0,75,11585,,,-2,0,S
